Tahun,Bulan,Tanggal,Jam UTC,Koofesian PC1,Koofesien PC2,Amplitudo PC1+PC2,Curah Hujan
2021,2,20,0,-0.31046,-1.09731,1.14038,27.0
2021,2,21,0,-0.29232,-1.00121,1.04301,23.0
2021,2,22,0,-0.17317,-0.91623,0.93245,2.0
2021,2,23,0,-0.00109,-0.80073,0.80073,69.0
2021,2,24,0,0.04684,-0.69157,0.69316,7.0
2021,2,25,0,0.04039,-0.48672,0.48839,0.0
2021,2,26,0,-0.02183,-0.18166,0.18296,94.0
2021,2,27,0,-0.18477,0.06335,0.19533,0.0
2021,2,28,0,-0.31616,0.09169,0.32919,0.0
2021,3,1,0,-0.31396,0.00359,0.31398,18.0
2021,3,2,0,-0.26579,-0.03695,0.26835,3.0
2021,3,3,0,-0.27355,0.02241,0.27446,4.0
2021,3,4,0,-0.31834,0.07918,0.32804,6.0
2021,3,5,0,-0.25588,0.1313,0.2876,16.0
2021,3,6,0,-0.155,0.16452,0.22603,4.0
2021,3,7,0,-0.06571,0.09534,0.11579,128.0
2021,3,8,0,0.0348,-0.09276,0.09907,75.0
2021,3,9,0,0.06036,-0.19844,0.20742,17.0
2021,3,10,0,0.0451,-0.17887,0.18446,3.0
2021,3,11,0,0.04223,-0.23126,0.23508,0.0
2021,3,12,0,0.06606,-0.41363,0.41887,4.0
2021,3,13,0,0.14989,-0.60234,0.62071,35.0
2021,3,14,0,0.25604,-0.72668,0.77047,25.0
2021,3,15,0,0.45211,-0.79407,0.91375,0.0
2021,3,16,0,0.65485,-0.76861,1.00975,0.0
2021,3,17,0,0.75731,-0.66981,1.01103,12.0
2021,3,18,0,0.88331,-0.54125,1.03595,14.0
2021,3,19,0,0.9925,-0.35705,1.05478,5.0
2021,3,20,0,1.09314,-0.20579,1.11235,3.0
2021,3,21,0,1.16063,-0.03793,1.16125,0.0
2021,3,22,0,1.22297,0.21316,1.24141,64.0
2021,3,23,0,1.26361,0.45892,1.34436,25.0
2021,3,24,0,1.28104,0.63281,1.42881,7.0
2021,3,25,0,1.34887,0.75468,1.54564,1.0
2021,3,26,0,1.39124,0.89182,1.65254,14.0
2021,3,27,0,1.38832,0.99409,1.70753,0.0
2021,3,28,0,1.33948,1.05705,1.70633,4.0
2021,3,29,0,1.21234,1.24394,1.737,0.0
2021,3,30,0,1.08015,1.42193,1.78567,4.0
2021,3,31,0,0.85785,1.46061,1.6939,6.0
2021,4,1,0,0.61107,1.3884,1.51692,30.0
2021,4,2,0,0.33233,1.27149,1.31421,0.0
2021,4,3,0,-0.0476,1.2556,1.2565,0.0
2021,4,4,0,-0.38949,1.17226,1.23527,0.0
2021,4,5,0,-0.72676,1.01134,1.24539,1.0
2021,4,6,0,-1.03124,0.79123,1.29981,1.0
2021,4,7,0,-1.15755,0.51502,1.26695,0.0
2021,4,8,0,-1.22002,0.26485,1.24843,0.0
2021,4,9,0,-1.19059,0.0399,1.19125,0.0
2021,4,10,0,-1.14901,-0.14631,1.15829,0.0
2021,4,11,0,-1.10911,-0.19309,1.12579,0.0
2021,4,12,0,-0.98429,-0.27969,1.02325,94.0
2021,4,13,0,-0.86174,-0.40803,0.95346,0.0
2021,4,14,0,-0.70707,-0.47966,0.85442,14.0
2021,4,15,0,-0.63725,-0.59438,0.87142,43.0
2021,4,16,0,-0.66856,-0.75453,1.00812,29.0
2021,4,17,0,-0.7632,-0.9895,1.24964,0.0
2021,4,18,0,-0.88893,-1.1469,1.45106,2.0
2021,4,19,0,-0.99112,-1.24748,1.59328,0.0
2021,4,20,0,-1.11944,-1.37453,1.77271,0.0
2021,4,21,0,-1.25353,-1.49689,1.95244,0.0
2021,4,22,0,-1.36943,-1.58271,2.09292,0.0
2021,4,23,0,-1.46583,-1.66766,2.22031,0.0
2021,4,24,0,-1.45627,-1.69847,2.23731,0.0
2021,4,25,0,-1.41049,-1.68024,2.19378,27.0
2021,4,26,0,-1.26665,-1.68046,2.10436,0.0
2021,4,27,0,-1.07011,-1.78364,2.08003,0.0
2021,4,28,0,-0.81895,-1.87244,2.0437,0.0
2021,4,29,0,-0.40622,-1.99276,2.03375,0.0
2021,4,30,0,0.05425,-1.99791,1.99864,0.0
2021,5,1,0,0.49629,-1.91481,1.97808,0.0
2021,5,2,0,0.84197,-1.75991,1.95095,0.0
2021,5,3,0,1.0851,-1.58454,1.92047,0.0
2021,5,4,0,1.27836,-1.46106,1.94137,0.0
2021,5,5,0,1.38911,-1.2556,1.87248,0.0
2021,5,6,0,1.45152,-1.03615,1.7834,1.0
2021,5,7,0,1.51661,-0.86729,1.74708,4.0
2021,5,8,0,1.52831,-0.75151,1.70309,0.0
2021,5,9,0,1.53818,-0.72376,1.69995,0.0
2021,5,10,0,1.51104,-0.65964,1.64874,0.0
2021,5,11,0,1.50828,-0.57451,1.61399,0.0
2021,5,12,0,1.49334,-0.4369,1.55594,0.0
2021,5,13,0,1.49942,-0.2185,1.51526,0.0
2021,5,14,0,1.47454,0.03704,1.475,0.0
2021,5,15,0,1.35042,0.37606,1.40181,0.0
2021,5,16,0,1.08132,0.79031,1.33935,0.0
2021,5,17,0,0.76098,1.24262,1.45712,0.0
2021,5,18,0,0.3987,1.6244,1.67261,0.0
2021,5,19,0,0.02927,1.89745,1.89768,0.0
2021,5,20,0,-0.26895,2.105,2.12211,0.0
2021,5,21,0,-0.49064,2.21988,2.27345,0.0
2021,5,22,0,-0.61455,2.18967,2.27427,0.0
2021,5,23,0,-0.65167,2.01431,2.1171,0.0
2021,5,24,0,-0.6492,1.81314,1.92586,0.0
2021,5,25,0,-0.62538,1.64475,1.75963,50.0
2021,5,26,0,-0.69888,1.46323,1.62157,0.0
2021,5,27,0,-0.76631,1.26958,1.48292,0.0
2021,5,28,0,-0.8195,1.01678,1.30592,0.0
2021,5,29,0,-0.92766,0.71422,1.17076,0.0
2021,5,30,0,-0.98754,0.43595,1.07948,20.0
2021,5,31,0,-0.98569,0.27105,1.02228,0.0
2021,6,1,0,-1.04554,0.21315,1.06704,0.0
2021,6,2,0,-1.18009,0.19439,1.19599,4.0
2021,6,3,0,-1.30921,0.04519,1.30999,0.0
2021,6,4,0,-1.35988,-0.09685,1.36332,0.0
2021,6,5,0,-1.38209,-0.16872,1.39235,0.0
2021,6,6,0,-1.34186,-0.19741,1.3563,0.0
2021,6,7,0,-1.25393,-0.14593,1.26239,0.0
2021,6,8,0,-1.13614,-0.10194,1.1407,0.0
2021,6,9,0,-1.10603,-0.10171,1.1107,0.0
2021,6,10,0,-1.02612,-0.10307,1.03128,0.0
2021,6,11,0,-0.82397,-0.14469,0.83658,0.0
2021,6,12,0,-0.59393,-0.20927,0.62972,5.0
2021,6,13,0,-0.46552,-0.26149,0.53393,27.0
2021,6,14,0,-0.33714,-0.31984,0.46472,0.0
2021,6,15,0,-0.2073,-0.42539,0.47321,0.0
2021,6,16,0,-0.04456,-0.60424,0.60588,1.0
2021,6,17,0,0.01921,-0.71757,0.71783,0.0
2021,6,18,0,0.08897,-0.78052,0.78558,0.0
2021,6,19,0,0.16909,-0.92485,0.94018,23.0
2021,6,20,0,0.22408,-1.0506,1.07423,5.0
2021,6,21,0,0.29182,-1.13335,1.17032,0.0
2021,6,22,0,0.44419,-1.18651,1.26693,0.0
2021,6,23,0,0.70764,-1.27082,1.45456,3.0
2021,6,24,0,0.88138,-1.37411,1.63249,4.0
2021,6,25,0,0.98496,-1.35916,1.67853,0.0
2021,6,26,0,1.04829,-1.34555,1.7057,0.0
2021,6,27,0,1.06791,-1.25504,1.64789,0.0
2021,6,28,0,1.12346,-1.05873,1.54372,0.0
2021,6,29,0,1.26192,-0.89014,1.54427,0.0
2021,6,30,0,1.3595,-0.63646,1.5011,0.0
2021,7,1,0,1.3661,-0.33476,1.40652,5.0
2021,7,2,0,1.2121,-0.0037,1.21211,0.0
2021,7,3,0,1.04865,0.39251,1.1197,0.0
2021,7,4,0,0.97681,0.71302,1.20936,0.0
2021,7,5,0,1.00016,1.00648,1.41892,0.0
2021,7,6,0,1.08178,1.1733,1.5959,0.0
2021,7,7,0,1.20549,1.26394,1.74664,0.0
2021,7,8,0,1.13466,1.33783,1.75421,0.0
2021,7,9,0,1.02158,1.35236,1.69484,0.0
2021,7,10,0,0.97849,1.33673,1.65659,0.0
2021,7,11,0,0.89081,1.27063,1.55178,1.0
2021,7,12,0,0.76947,1.15385,1.38689,1.0
2021,7,13,0,0.53622,1.06625,1.19349,0.0
2021,7,14,0,0.2188,1.00192,1.02553,0.0
2021,7,15,0,-0.13086,0.89844,0.90792,0.0
2021,7,16,0,-0.55992,0.83709,1.00709,0.0
2021,7,17,0,-0.84142,0.80739,1.16613,0.0
2021,7,18,0,-1.02564,0.69014,1.23622,0.0
2021,7,19,0,-1.189,0.48933,1.28575,0.0
2021,7,20,0,-1.2334,0.28772,1.26651,0.0
2021,7,21,0,-1.25013,0.13298,1.25718,0.0
2021,7,22,0,-1.27254,-0.09383,1.27599,1.0
2021,7,23,0,-1.23754,-0.37499,1.29311,0.0
2021,7,24,0,-1.14111,-0.59079,1.28498,0.0
2021,7,25,0,-0.98194,-0.75321,1.23755,0.0
2021,7,26,0,-0.80104,-0.93721,1.2329,0.0
2021,7,27,0,-0.65783,-1.10721,1.28789,0.0
2021,7,28,0,-0.53907,-1.24368,1.35549,0.0
2021,7,29,0,-0.51035,-1.3626,1.45504,0.0
2021,7,30,0,-0.45086,-1.4112,1.48148,0.0
2021,7,31,0,-0.26551,-1.35966,1.38534,0.0
2021,8,1,0,-0.05659,-1.22334,1.22465,0.0
2021,8,2,0,0.15857,-1.10061,1.11198,0.0
2021,8,3,0,0.32872,-1.02415,1.07561,0.0
2021,8,4,0,0.50383,-0.94776,1.07336,0.0
2021,8,5,0,0.67032,-0.83564,1.07128,0.0
2021,8,6,0,0.78935,-0.66688,1.03334,0.0
2021,8,7,0,0.95608,-0.50871,1.08299,1.0
2021,8,8,0,1.20472,-0.37382,1.26139,0.0
2021,8,9,0,1.33608,-0.26888,1.36287,0.0
2021,8,10,0,1.40062,-0.20167,1.41506,1.0
2021,8,11,0,1.45954,-0.07538,1.46149,0.0
2021,8,12,0,1.55794,0.02044,1.55808,0.0
2021,8,13,0,1.58276,0.11256,1.58676,0.0
2021,8,14,0,1.5424,0.27633,1.56696,0.0
2021,8,15,0,1.50631,0.36783,1.55058,0.0
2021,8,16,0,1.4187,0.45638,1.4903,0.0
2021,8,17,0,1.24491,0.55915,1.36471,0.0
2021,8,18,0,1.14703,0.68881,1.33796,0.0
2021,8,19,0,1.03645,0.77156,1.29211,10.0
2021,8,20,0,0.87862,0.80489,1.19157,44.0
2021,8,21,0,0.60865,0.92289,1.10552,0.0
2021,8,22,0,0.33186,1.00831,1.06151,1.0
2021,8,23,0,0.17517,1.04964,1.06415,0.0
2021,8,24,0,0.07093,1.08996,1.09226,0.0
2021,8,25,0,-0.00926,1.15019,1.15023,0.0
2021,8,26,0,-0.03202,1.15671,1.15715,0.0
2021,8,27,0,-0.11773,1.08928,1.09563,0.0
2021,8,28,0,-0.18514,1.08441,1.1001,0.0
2021,8,29,0,-0.30241,1.08815,1.12939,0.0
2021,8,30,0,-0.35737,1.06415,1.12255,0.0
2021,8,31,0,-0.39985,1.03853,1.11285,0.0
2021,9,1,0,-0.51385,1.00645,1.13004,0.0
2021,9,2,0,-0.66515,0.9862,1.18954,0.0
2021,9,3,0,-0.76764,0.94223,1.21535,0.0
2021,9,4,0,-0.91203,0.9356,1.30658,0.0
2021,9,5,0,-1.05549,0.95406,1.42277,0.0
2021,9,6,0,-1.11039,0.91991,1.44194,0.0
2021,9,7,0,-1.07833,0.85138,1.37392,0.0
2021,9,8,0,-1.0501,0.75837,1.29531,0.0
2021,9,9,0,-1.09279,0.76662,1.33488,0.0
2021,9,10,0,-1.11776,0.76014,1.35173,0.0
2021,9,11,0,-1.07477,0.72174,1.29462,0.0
2021,9,12,0,-1.01724,0.65385,1.20925,0.0
2021,9,13,0,-0.88416,0.50568,1.01855,4.0
2021,9,14,0,-0.67922,0.3917,0.78407,31.0
2021,9,15,0,-0.62752,0.29727,0.69437,16.0
2021,9,16,0,-0.68711,0.25377,0.73248,0.0
2021,9,17,0,-0.70974,0.1844,0.73331,0.0
2021,9,18,0,-0.61523,0.04681,0.61701,0.0
2021,9,19,0,-0.4878,-0.11248,0.5006,0.0
2021,9,20,0,-0.38625,-0.23611,0.4527,2.0
2021,9,21,0,-0.34212,-0.29342,0.45071,0.0
2021,9,22,0,-0.25812,-0.25108,0.36009,0.0
2021,9,23,0,-0.18775,-0.25557,0.31712,0.0
2021,9,24,0,-0.04259,-0.26838,0.27174,12.0
2021,9,25,0,0.1346,-0.30759,0.33575,0.0
2021,9,26,0,0.25642,-0.28438,0.38291,0.0
2021,9,27,0,0.31986,-0.16773,0.36117,0.0
2021,9,28,0,0.26115,-0.10265,0.2806,0.0
2021,9,29,0,0.12071,-0.10655,0.161,0.0
2021,9,30,0,-0.029,-0.08713,0.09183,0.0
2021,10,1,0,-0.20584,-0.07067,0.21764,0.0
2021,10,2,0,-0.42226,-0.02578,0.42304,0.0
2021,10,3,0,-0.65662,-0.03951,0.65781,0.0
2021,10,4,0,-0.87924,-0.03469,0.87992,0.0
2021,10,5,0,-0.99006,-0.0872,0.99389,1.0
2021,10,6,0,-1.04809,-0.2364,1.07442,1.0
2021,10,7,0,-1.06128,-0.30471,1.10415,0.0
2021,10,8,0,-1.01825,-0.34969,1.07663,0.0
2021,10,9,0,-0.87243,-0.49373,1.00244,0.0
2021,10,10,0,-0.69676,-0.63145,0.94032,0.0
2021,10,11,0,-0.49689,-0.71885,0.87387,0.0
2021,10,12,0,-0.32255,-0.60476,0.6854,0.0
2021,10,13,0,-0.10413,-0.43316,0.4455,0.0
2021,10,14,0,0.12993,-0.35201,0.37522,0.0
2021,10,15,0,0.24429,-0.30945,0.39426,0.0
2021,10,16,0,0.3683,-0.25313,0.4469,0.0
2021,10,17,0,0.52378,-0.22828,0.57136,0.0
2021,10,18,0,0.59603,-0.18048,0.62276,0.0
2021,10,19,0,0.63435,-0.195,0.66364,4.0
2021,10,20,0,0.64415,-0.20703,0.6766,0.0
2021,10,21,0,0.75831,-0.29019,0.81194,3.0
2021,10,22,0,0.82996,-0.37481,0.91067,0.0
2021,10,23,0,0.76987,-0.35564,0.84805,1.0
2021,10,24,0,0.78664,-0.29433,0.8399,0.0
2021,10,25,0,0.84888,-0.21603,0.87593,0.0
2021,10,26,0,0.81198,-0.14535,0.82489,0.0
2021,10,27,0,0.81452,-0.11099,0.82205,0.0
2021,10,28,0,0.79523,-0.02151,0.79552,41.0
2021,10,29,0,0.76138,0.0768,0.76524,0.0
2021,10,30,0,0.66219,0.18311,0.68704,1.0
2021,10,31,0,0.56672,0.36015,0.67148,9.0
2021,11,1,0,0.5949,0.57576,0.82789,3.0
2021,11,2,0,0.63949,0.69923,0.94756,27.0
2021,11,3,0,0.65162,0.79611,1.02878,22.0
2021,11,4,0,0.68042,0.89715,1.12599,0.0
2021,11,5,0,0.60909,1.00355,1.17393,1.0
2021,11,6,0,0.49217,1.11248,1.21649,0.0
2021,11,7,0,0.38673,1.16439,1.22693,0.0
2021,11,8,0,0.16682,1.16782,1.17968,4.0
2021,11,9,0,-0.01342,1.06405,1.06413,0.0
2021,11,10,0,-0.27173,0.88476,0.92555,84.0
2021,11,11,0,-0.47012,0.83246,0.95604,15.0
2021,11,12,0,-0.62112,0.79957,1.01247,0.0
2021,11,13,0,-0.73345,0.77157,1.06455,69.0
2021,11,14,0,-0.73984,0.6924,1.0133,42.0
2021,11,15,0,-0.70015,0.57868,0.90834,0.0
2021,11,16,0,-0.57929,0.48861,0.75784,12.0
2021,11,17,0,-0.35354,0.35961,0.50429,1.0
2021,11,18,0,-0.24162,0.23414,0.33646,32.0
2021,11,19,0,-0.18441,0.17755,0.25599,4.0
2021,11,20,0,-0.16431,0.15755,0.22764,28.0
2021,11,21,0,-0.2377,0.06952,0.24765,0.0
2021,11,22,0,-0.28499,0.016,0.28543,0.0
2021,11,23,0,-0.35513,-0.00285,0.35514,1.0
2021,11,24,0,-0.45283,-0.03825,0.45444,79.0
2021,11,25,0,-0.63372,-0.13222,0.64737,0.0
2021,11,26,0,-0.89096,-0.19647,0.91236,53.0
2021,11,27,0,-1.09576,-0.23239,1.12014,2.0
2021,11,28,0,-1.28041,-0.24856,1.30431,6.0
2021,11,29,0,-1.41999,-0.29791,1.4509,118.0
2021,11,30,0,-1.52803,-0.21618,1.54325,0.0
2021,12,1,0,-1.5862,-0.12063,1.59078,0.0
2021,12,2,0,-1.65033,-0.10993,1.65399,17.0
2021,12,3,0,-1.69589,-0.16978,1.70437,37.0
2021,12,4,0,-1.68874,-0.25585,1.70801,39.0
2021,12,5,0,-1.68288,-0.30765,1.71077,6.0
2021,12,6,0,-1.65696,-0.34444,1.69239,0.0
2021,12,7,0,-1.61966,-0.4569,1.68288,4.0
2021,12,8,0,-1.59238,-0.56355,1.68916,2.0
2021,12,9,0,-1.50451,-0.76725,1.68885,13.0
2021,12,10,0,-1.4384,-1.05943,1.78645,11.0
2021,12,11,0,-1.32628,-1.27414,1.83914,4.0
2021,12,12,0,-1.17985,-1.36082,1.80108,4.0
2021,12,13,0,-1.03694,-1.32321,1.68111,0.0
2021,12,14,0,-0.86966,-1.25073,1.52337,0.0
2021,12,15,0,-0.66569,-1.22638,1.3954,7.0
2021,12,16,0,-0.47421,-1.14181,1.23637,5.0
2021,12,17,0,-0.32358,-1.08235,1.12969,13.0
2021,12,18,0,-0.25822,-0.96974,1.00353,90.0
2021,12,19,0,-0.26418,-0.83439,0.87521,39.0
2021,12,20,0,-0.35938,-0.69092,0.77879,0.0
2021,12,21,0,-0.46363,-0.57135,0.7358,3.0
2021,12,22,0,-0.5358,-0.4768,0.71723,9.0
2021,12,23,0,-0.57829,-0.43974,0.72649,1.0
2021,12,24,0,-0.62784,-0.34699,0.71734,31.0
2021,12,25,0,-0.63145,-0.30524,0.70136,4.0
2021,12,26,0,-0.5893,-0.16429,0.61177,34.0
2021,12,27,0,-0.56483,0.00029,0.56483,1.0
2021,12,28,0,-0.5148,0.17135,0.54257,5.0
2021,12,29,0,-0.39435,0.2511,0.46751,6.0
2021,12,30,0,-0.27841,0.24542,0.37113,1.0
2021,12,31,0,-0.16739,0.19955,0.26046,22.0
2022,1,1,0,-0.07022,0.08622,0.11119,1.0
2022,1,2,0,0.01021,-0.03925,0.04055,4.0
2022,1,3,0,0.07003,-0.16779,0.18182,30.0
2022,1,4,0,0.15151,-0.40302,0.43056,1.0
2022,1,5,0,0.28018,-0.65876,0.71587,0.0
2022,1,6,0,0.41948,-0.89788,0.99103,9.0
2022,1,7,0,0.53328,-1.08059,1.20502,50.0
2022,1,8,0,0.64579,-1.16118,1.32867,47.0
2022,1,9,0,0.74291,-1.17873,1.39332,1.0
2022,1,10,0,0.79559,-1.15198,1.40001,57.0
2022,1,11,0,0.87147,-1.15012,1.443,20.0
2022,1,12,0,0.94799,-1.08646,1.4419,0.0
2022,1,13,0,1.01214,-0.90909,1.36046,37.0
2022,1,14,0,1.04208,-0.72773,1.27103,1.0
2022,1,15,0,1.06321,-0.50981,1.17912,0.0
2022,1,16,0,1.02551,-0.28148,1.06344,1.0
2022,1,17,0,0.96469,-0.13311,0.97383,0.0
2022,1,18,0,0.94032,-0.04544,0.94142,21.0
2022,1,19,0,0.96608,0.05468,0.96762,0.0
2022,1,20,0,0.99935,0.16022,1.01211,10.0
2022,1,21,0,1.00965,0.17671,1.025,0.0
2022,1,22,0,0.94463,0.14274,0.95535,0.0
2022,1,23,0,0.86699,0.12254,0.8756,0.0
2022,1,24,0,0.7586,0.09073,0.76401,8.0
2022,1,25,0,0.69377,0.08907,0.69946,20.0
2022,1,26,0,0.66606,0.18486,0.69124,0.0
2022,1,27,0,0.60919,0.29491,0.67682,0.0
2022,1,28,0,0.53436,0.37698,0.65395,0.0
2022,1,29,0,0.45624,0.47527,0.65881,4.0
2022,1,30,0,0.39331,0.65002,0.75975,5.0
2022,1,31,0,0.39913,0.81738,0.90963,1.0
2022,2,1,0,0.37915,0.94056,1.01411,7.0
2022,2,2,0,0.42621,1.0639,1.1461,41.0
2022,2,3,0,0.48954,1.1426,1.24306,1.0
2022,2,4,0,0.55647,1.17614,1.30114,2.0
2022,2,5,0,0.65423,1.25415,1.41454,19.0
2022,2,6,0,0.80869,1.3774,1.59725,13.0
2022,2,7,0,0.92751,1.48156,1.74794,12.0
2022,2,8,0,1.03971,1.48658,1.81408,1.0
2022,2,9,0,1.15765,1.37493,1.79738,12.0
2022,2,10,0,1.3109,1.24213,1.80591,21.0
2022,2,11,0,1.4205,1.05165,1.76742,0.0
2022,2,12,0,1.51495,0.89228,1.75819,1.0
2022,2,13,0,1.53623,0.70441,1.69003,0.0
2022,2,14,0,1.50983,0.45136,1.57586,2.0
2022,2,15,0,1.35216,0.20791,1.36805,3.0
2022,2,16,0,1.1535,0.05461,1.15479,0.0
2022,2,17,0,0.90219,0.08034,0.90576,1.0
2022,2,18,0,0.64563,0.23031,0.68548,4.0
2022,2,19,0,0.4199,0.42737,0.59913,1.0
2022,2,20,0,0.23873,0.65465,0.69682,43.0
2022,2,21,0,0.02511,0.84031,0.84068,1.0
2022,2,22,0,-0.24997,0.96697,0.99875,15.0
2022,2,23,0,-0.5626,1.04557,1.18732,97.0
2022,2,24,0,-0.77142,1.01841,1.27759,16.0
2022,2,25,0,-0.8846,0.89132,1.25577,25.0
2022,2,26,0,-0.81139,0.69205,1.06643,0.0
2022,2,27,0,-0.6716,0.52056,0.84972,0.0
2022,2,28,0,-0.47956,0.35056,0.59403,16.0
2022,3,1,0,-0.33217,0.2389,0.40916,0.0
2022,3,2,0,-0.22976,0.11933,0.2589,0.0
2022,3,3,0,-0.11739,0.05336,0.12895,12.0
2022,3,4,0,-0.03381,-0.02937,0.04479,11.0
2022,3,5,0,-0.07463,-0.15091,0.16836,13.0
2022,3,6,0,-0.16393,-0.27316,0.31858,70.0
2022,3,7,0,-0.24894,-0.3571,0.4353,45.0
2022,3,8,0,-0.32052,-0.45927,0.56006,13.0
2022,3,9,0,-0.41267,-0.58149,0.71304,0.0
2022,3,10,0,-0.48736,-0.70294,0.85536,17.0
2022,3,11,0,-0.49254,-0.82657,0.96219,30.0
2022,3,12,0,-0.42394,-0.97546,1.0636,97.0
2022,3,13,0,-0.32193,-1.02148,1.07101,11.0
2022,3,14,0,-0.13069,-0.93609,0.94517,2.0
2022,3,15,0,0.09382,-0.7034,0.70963,30.0
2022,3,16,0,0.24794,-0.43298,0.49894,2.0
2022,3,17,0,0.23146,-0.1487,0.27511,1.0
2022,3,18,0,0.11382,0.14029,0.18066,0.0
2022,3,19,0,-0.00134,0.36071,0.36071,0.0
2022,3,20,0,-0.10586,0.51419,0.52498,0.0
2022,3,21,0,-0.26936,0.59521,0.65332,4.0
2022,3,22,0,-0.47441,0.54355,0.72146,0.0
2022,3,23,0,-0.71977,0.44134,0.8443,22.0
2022,3,24,0,-0.89299,0.29677,0.94101,11.0
2022,3,25,0,-1.05266,0.22296,1.07602,0.0
2022,3,26,0,-1.2239,0.16106,1.23445,0.0
2022,3,27,0,-1.39711,0.11631,1.40194,3.0
2022,3,28,0,-1.55763,0.04576,1.5583,41.0
2022,3,29,0,-1.64319,0.04122,1.64371,0.0
2022,3,30,0,-1.68894,0.04963,1.68967,0.0
2022,3,31,0,-1.62665,0.06073,1.62778,0.0
2022,4,1,0,-1.4477,0.12575,1.45315,27.0
2022,4,2,0,-1.30513,0.23722,1.32651,0.0
2022,4,3,0,-1.2142,0.3089,1.25288,1.0
2022,4,4,0,-1.04125,0.30575,1.08521,6.0
2022,4,5,0,-0.79576,0.26315,0.83814,26.0
2022,4,6,0,-0.59436,0.1973,0.62625,0.0
2022,4,7,0,-0.47878,0.10854,0.49093,3.0
2022,4,8,0,-0.34259,0.00119,0.3426,3.0
2022,4,9,0,-0.16559,-0.08051,0.18412,0.0
2022,4,10,0,-0.04391,-0.3041,0.30726,22.0
2022,4,11,0,0.02955,-0.54299,0.54379,1.0
2022,4,12,0,0.08745,-0.79637,0.80116,34.0
2022,4,13,0,0.10393,-0.98039,0.98589,44.0
